Waktu,Kecerahan,Temperature,Latitude,Longtitude
958.20561828,14.3999996185303,27.2999992370605,-6.92778112,107.63619323
968.196633744,12.5,27.2999992370605,-6.92767116,107.63614613
978.275653376,8.89999961853027,27.2999992370605,-6.92767152,107.63609384
988.220155716,13.6999998092651,27.2999992370605,-6.92762702,107.63607037
998.21276066,13.3000001907349,27.2999992370605,-6.92764528,107.63603889
1008.201959719,13.1999998092651,27.2999992370605,-6.92765856,107.63602358
1018.193551902,13.6000003814697,27.2999992370605,-6.92766953,107.6360123
1028.228329659,13.3000001907349,27.2999992370605,-6.92768081,107.63600243
1038.21635403,12.8999996185303,27.2999992370605,-6.92768782,107.63599269
1048.206504287,13.8000001907349,27.2999992370605,-6.92769007,107.63598535
1058.285023502,13.1999998092651,27.2999992370605,-6.92769008,107.63597667
1068.18788454,13.1000003814697,27.7000007629395,-6.92768954,107.63596615
1078.219893807,13.5,27.7000007629395,-6.9276892,107.63595064
1088.25622948,17,27.2999992370605,-6.92769274,107.63593546
1098.201281403,17,27.7000007629395,-6.92769915,107.63591352
